,ID,Gas,Sector,Unit,2022,2021,2020,2019,2018,2017,2016,2015,Data source,Country,Created
124,ALA,ch4,other-manufacturing,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Åland Islands,2023-10-06T14:56:32.942934
125,ALA,ch4,solid-fuel-transformation,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Åland Islands,2023-10-06T14:56:32.942934
126,ALA,co2,other-energy-use,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Åland Islands,2023-10-06T14:56:32.942934
127,ALA,co2,other-fossil-fuel-operations,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Åland Islands,2023-10-06T14:56:32.942934
128,ALA,co2,other-manufacturing,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Åland Islands,2023-10-06T14:56:32.942934
129,ALA,co2,solid-fuel-transformation,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Åland Islands,2023-10-06T14:56:32.942934
130,ALA,n2o,other-energy-use,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Åland Islands,2023-10-06T14:56:32.942934
131,ALA,n2o,other-fossil-fuel-operations,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Åland Islands,2023-10-06T14:56:32.942934
132,ALA,n2o,other-manufacturing,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Åland Islands,2023-10-06T14:56:32.942934
133,ALA,n2o,solid-fuel-transformation,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Åland Islands,2023-10-06T14:56:32.942934
134,ALB,ch4,enteric-fermentation-other,tonnes,56929.6,56929.6,56929.6,62458.2,68111.5,69526.6,71307.4,71590.90000000001,climate-trace,Albania,2023-10-06T14:56:32.942934
135,ALB,ch4,incineration-and-open-burning-of-waste,tonnes,360.38676,360.38676,359.43681599999996,358.40949,357.38448,356.468034,355.552058,354.687092,climate-trace,Albania,2023-10-06T14:56:32.942934
136,ALB,ch4,manure-management-other,tonnes,10304.7,10304.7,10304.7,11186.3,12029.1,12171.900000000001,12401.9,12483.800000000001,climate-trace,Albania,2023-10-06T14:56:32.942934
